"","BAGO","BLSC","COME","COMU","CORM","HADU","HOGR","LOON","MAMU","OLDS","PIGU","RBME","RNGR","SUSC","WWSC","Year","Site","Transect","Temp","ObservCond","Bay","ObservCondFactor3"
"540",0,0,0,26,1,0,0,0,10,0,0,0,0,0,0,1995,"10","129",3,"Excellent","Uyak","ExcellentIdeal"
"541",0,0,0,15,0,0,0,0,2,0,0,0,0,0,0,1996,"10","129",3.5,"Good","Uyak","Good"
"542",0,0,0,12,0,0,0,3,5,0,2,0,0,0,0,1997,"10","129",3,"Excellent","Uyak","ExcellentIdeal"
"543",0,0,0,36,1,0,0,1,2,0,6,0,0,0,0,1999,"10","129",2.4,"Excellent","Uyak","ExcellentIdeal"
"544",0,0,0,70,3,0,0,5,19,0,1,0,0,0,8,2000,"10","129",2.6,"Excellent","Uyak","ExcellentIdeal"
"545",0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,2001,"10","129",4.1,"Good","Uyak","Good"
"546",0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,2002,"10","129",3.55,"Excellent","Uyak","ExcellentIdeal"
"547",0,0,0,29,4,0,0,21,3,34,0,0,0,0,23,2003,"10","129",4.8,"Excellent","Uyak","ExcellentIdeal"
"548",0,0,0,128,NA,0,0,1,28,0,0,0,1,0,0,2004,"10","129",4.4,"Excellent","Uyak","ExcellentIdeal"
"549",0,0,0,33,NA,0,0,NA,1,0,0,0,0,0,0,2005,"10","129",4.6,"Excellent","Uyak","ExcellentIdeal"
"550",0,0,0,42,0,0,0,0,2,0,0,0,0,0,0,1986,"10","130",4.8,"Excellent","Uyak","ExcellentIdeal"
"551",0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,1987,"10","130",4.8,"Excellent","Uyak","ExcellentIdeal"
"552",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1988,"10","130",4.5,"Average","Uyak","FairAverage"
"553",0,0,0,9,0,0,0,2,1,30,0,0,0,0,0,1989,"10","130",2.7,"Good","Uyak","Good"
"554",0,0,0,114,3,0,0,3,0,0,0,0,0,0,0,1990,"10","130",2.1,"Good","Uyak","Good"
"555",0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1991,"10","130",2.5,"Good","Uyak","Good"
"556",0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,1992,"10","130",3.5,"Good","Uyak","Good"
"557",0,0,0,59,0,0,0,0,9,230,0,0,0,0,4,1993,"10","130",3,"Good","Uyak","Good"
"558",0,0,0,19,0,0,0,0,2,1,0,0,0,0,0,1994,"10","130",3,"Good","Uyak","Good"
"559",0,0,0,47,0,0,0,1,4,0,0,0,0,0,0,1995,"10","130",3,"Excellent","Uyak","ExcellentIdeal"
"560",0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,1996,"10","130",3.5,"Good","Uyak","Good"
"561",0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,1997,"10","130",3,"Excellent","Uyak","ExcellentIdeal"
"562",0,0,0,75,0,0,1,0,13,2,0,0,0,0,0,1999,"10","130",2.2,"Excellent","Uyak","ExcellentIdeal"
"563",0,0,0,96,0,0,0,0,3,0,0,0,0,0,0,2000,"10","130",2.5,"Excellent","Uyak","ExcellentIdeal"
"564",0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,2001,"10","130",4.1,"Average","Uyak","FairAverage"
"565",0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,2002,"10","130",3.19,"Excellent","Uyak","ExcellentIdeal"
"566",0,0,0,37,0,0,0,5,2,0,0,0,0,0,0,2003,"10","130",5,"Excellent","Uyak","ExcellentIdeal"
"567",0,0,0,155,NA,0,0,0,13,0,0,0,3,0,0,2004,"10","130",4.3,"Excellent","Uyak","ExcellentIdeal"
"568",0,0,0,46,NA,0,0,NA,2,0,0,0,0,0,0,2005,"10","130",4.7,"Excellent","Uyak","ExcellentIdeal"
"569",0,0,0,30,2,0,0,0,1,0,0,0,0,0,0,1986,"10","131",4.8,"Excellent","Uyak","ExcellentIdeal"
"570",0,54,0,50,1,4,0,1,17,6,2,1,0,0,5,1987,"10","131",4.8,"Excellent","Uyak","ExcellentIdeal"
"571",14,0,0,68,2,0,4,2,0,0,4,0,0,0,77,1988,"10","131",4.5,"Average","Uyak","FairAverage"
"572",0,11,0,12,1,6,6,1,13,6,3,0,0,0,5,1989,"10","131",2.6,"Good","Uyak","Good"
"573",0,23,0,42,2,0,0,0,12,19,1,0,3,7,7,1990,"10","131",2.1,"Good","Uyak","Good"
"574",0,8,0,72,2,0,0,0,2,0,0,0,0,0,0,1991,"10","131",2.5,"Good","Uyak","Good"
"575",0,0,0,19,2,5,0,1,5,2,0,0,0,0,0,1992,"10","131",3.5,"Good","Uyak","Good"
"576",0,5,0,50,0,4,0,0,0,0,0,4,0,0,0,1993,"10","131",3,"Good","Uyak","Good"
"577",0,0,0,76,3,0,0,0,19,3,0,6,1,0,0,1994,"10","131",3.5,"Good","Uyak","Good"
"578",0,8,0,274,2,11,0,0,10,34,0,4,0,0,0,1995,"10","131",3,"Excellent","Uyak","ExcellentIdeal"
"579",0,0,0,141,0,0,0,0,4,20,0,6,0,0,14,1996,"10","131",3.5,"Good","Uyak","Good"
"580",2,0,0,13,4,2,0,1,1,0,1,0,1,0,13,1997,"10","131",3,"Excellent","Uyak","ExcellentIdeal"
"581",0,15,0,41,3,0,6,0,0,18,2,0,2,0,7,1999,"10","131",2.2,"Excellent","Uyak","ExcellentIdeal"
"582",4,0,0,209,1,7,1,3,0,0,3,26,0,0,0,2000,"10","131",2.5,"Excellent","Uyak","ExcellentIdeal"
"583",0,0,0,36,1,0,0,0,4,0,0,14,0,0,0,2001,"10","131",4,"Average","Uyak","FairAverage"
"584",12,0,0,62,2,4,0,1,11,2,7,0,0,0,1,2002,"10","131",3.43,"Excellent","Uyak","ExcellentIdeal"
"585",0,0,0,84,0,0,1,3,20,105,3,0,2,0,0,2003,"10","131",4.4,"Excellent","Uyak","ExcellentIdeal"
"586",16,0,0,337,NA,12,8,0,25,2,3,0,6,0,0,2004,"10","131",3.9,"Excellent","Uyak","ExcellentIdeal"
"587",8,0,0,294,NA,0,2,NA,2,18,0,8,0,0,0,2005,"10","131",3.9,"Excellent","Uyak","ExcellentIdeal"
"588",0,22,2,11,6,4,8,1,0,55,11,45,7,32,33,1986,"10","132",4.2,"Excellent","Uyak","ExcellentIdeal"
"589",3,17,0,27,1,0,0,2,9,0,4,9,1,3,12,1987,"10","132",4.2,"Excellent","Uyak","ExcellentIdeal"
"590",0,0,0,9,11,0,0,4,0,4,2,0,0,0,17,1988,"10","132",4.5,"Average","Uyak","FairAverage"
"591",0,9,0,38,7,0,5,1,24,8,5,4,1,7,3,1989,"10","132",2.5,"Good","Uyak","Good"
"592",10,0,0,11,12,0,2,5,2,4,0,3,6,8,8,1990,"10","132",2.1,"Good","Uyak","Good"
"593",0,10,0,19,11,0,0,0,0,0,2,8,4,8,0,1991,"10","132",2.5,"Good","Uyak","Good"
"594",4,0,0,10,4,4,0,2,0,0,4,2,1,21,10,1992,"10","132",2.5,"Good","Uyak","Good"
"595",0,15,0,29,3,0,17,1,14,13,3,83,3,50,12,1993,"10","132",3,"Good","Uyak","Good"
"596",9,30,0,2,12,14,10,2,0,13,3,40,5,38,0,1994,"10","132",3,"Good","Uyak","Good"
"597",12,0,16,48,14,4,14,1,7,41,2,57,3,4,5,1995,"10","132",2.5,"Excellent","Uyak","ExcellentIdeal"
"598",6,0,6,22,16,0,18,0,7,7,3,20,12,0,30,1996,"10","132",3.5,"Good","Uyak","Good"
"599",22,15,4,6,26,8,15,3,0,27,1,29,8,0,29,1997,"10","132",3,"Excellent","Uyak","ExcellentIdeal"
"600",0,0,0,11,17,5,23,6,0,55,1,36,22,0,14,1999,"10","132",2,"Excellent","Uyak","ExcellentIdeal"
"601",4,11,0,20,9,11,20,1,0,13,2,7,6,3,4,2000,"10","132",2.5,"Excellent","Uyak","ExcellentIdeal"
"602",4,2,0,13,4,2,1,1,9,8,2,48,1,1,4,2001,"10","132",4,"Average","Uyak","FairAverage"
"603",0,0,29,8,4,4,9,0,2,26,0,43,5,4,0,2002,"10","132",3.68,"Excellent","Uyak","ExcellentIdeal"
"604",27,0,10,18,2,0,0,0,3,0,4,35,4,4,6,2003,"10","132",4.2,"Excellent","Uyak","ExcellentIdeal"
"605",24,0,49,20,NA,8,13,0,28,53,1,8,10,0,0,2004,"10","132",3.7,"Excellent","Uyak","ExcellentIdeal"
"606",14,0,3,19,NA,4,3,NA,0,22,0,41,7,0,0,2005,"10","132",3.3,"Excellent","Uyak","ExcellentIdeal"
"607",0,0,0,17,3,0,0,0,2,0,1,0,0,0,10,1986,"10","133",4.5,"Excellent","Uyak","ExcellentIdeal"
"608",4,0,0,18,10,8,0,0,2,2,4,0,0,3,17,1987,"10","133",4.1,"Excellent","Uyak","ExcellentIdeal"
"609",0,0,0,14,5,0,0,3,0,0,3,2,1,0,7,1988,"10","133",4.5,"Good","Uyak","Good"
"610",0,0,0,85,1,0,0,1,4,0,0,7,0,0,0,1989,"10","133",2,"Excellent","Uyak","ExcellentIdeal"
"611",5,0,0,13,2,5,13,0,0,0,1,2,0,0,0,1990,"10","133",2.1,"Good","Uyak","Good"
"612",8,0,0,25,10,2,0,0,0,0,3,9,0,2,21,1991,"10","133",2.4,"Good","Uyak","Good"
"613",7,0,0,13,10,25,0,0,8,0,0,4,2,3,13,1992,"10","133",2.5,"Excellent","Uyak","ExcellentIdeal"
"614",0,8,0,46,15,8,1,0,16,0,4,0,0,0,0,1993,"10","133",3,"Good","Uyak","Good"
"615",0,7,2,8,4,2,2,1,4,0,6,0,0,0,0,1994,"10","133",2,"Excellent","Uyak","ExcellentIdeal"
"616",2,18,0,50,2,13,1,1,12,0,1,0,0,0,4,1995,"10","133",3,"Excellent","Uyak","ExcellentIdeal"
"617",0,0,0,43,4,5,0,0,21,0,0,0,0,0,52,1996,"10","133",3,"Good","Uyak","Good"
"618",0,10,0,14,24,7,1,0,12,0,2,1,0,0,6,1997,"10","133",3,"Excellent","Uyak","ExcellentIdeal"
"619",0,0,0,58,23,13,2,0,0,2,1,8,0,0,0,1999,"10","133",2.2,"Excellent","Uyak","ExcellentIdeal"
"620",0,0,0,37,8,2,1,1,2,0,1,0,2,0,0,2000,"10","133",2.5,"Excellent","Uyak","ExcellentIdeal"
"621",5,0,0,14,10,2,0,2,0,0,2,0,1,0,0,2001,"10","133",4.1,"Good","Uyak","Good"
"622",0,0,0,16,5,0,0,0,9,0,1,0,0,0,3,2002,"10","133",3.45,"Excellent","Uyak","ExcellentIdeal"
"623",14,0,0,11,7,0,9,2,2,0,7,0,0,0,0,2003,"10","133",4.4,"Excellent","Uyak","ExcellentIdeal"
"624",0,0,0,38,NA,4,0,0,11,0,1,0,0,0,0,2004,"10","133",3.8,"Excellent","Uyak","ExcellentIdeal"
"625",0,0,0,37,NA,2,0,NA,0,0,0,2,1,0,0,2005,"10","133",3.6,"Excellent","Uyak","ExcellentIdeal"
"626",8,42,0,5,2,11,0,3,4,1,0,0,0,0,3,1986,"10","134",4.1,"Good","Uyak","Good"
"627",13,2,0,6,6,3,0,0,0,1,6,2,0,0,0,1987,"10","134",4,"Excellent","Uyak","ExcellentIdeal"
"628",6,4,0,13,7,5,0,0,0,0,5,0,4,0,0,1988,"10","134",4.4,"Good","Uyak","Good"
"629",0,0,0,13,4,1,0,5,1,3,1,2,0,0,0,1989,"10","134",2,"Excellent","Uyak","ExcellentIdeal"
"630",4,0,0,31,7,0,8,0,0,1,0,15,2,0,0,1990,"10","134",2.1,"Good","Uyak","Good"
"631",8,5,0,10,15,8,0,1,0,0,0,11,2,0,10,1991,"10","134",2.3,"Good","Uyak","Good"
"632",0,0,0,74,6,6,0,0,0,0,3,4,4,0,6,1992,"10","134",2.5,"Excellent","Uyak","ExcellentIdeal"
"633",0,0,0,5,3,0,0,0,0,8,3,6,0,0,0,1993,"10","134",3,"Good","Uyak","Good"
"634",3,0,0,17,4,6,0,0,3,0,2,5,0,0,0,1994,"10","134",2,"Excellent","Uyak","ExcellentIdeal"
"635",2,0,0,21,5,1,0,1,5,0,5,0,0,0,0,1995,"10","134",3,"Excellent","Uyak","ExcellentIdeal"
"636",2,0,0,35,21,4,0,6,0,3,4,1,0,0,0,1996,"10","134",2.5,"Excellent","Uyak","ExcellentIdeal"
"637",1,0,0,12,5,0,2,0,2,0,1,6,5,0,0,1997,"10","134",3,"Excellent","Uyak","ExcellentIdeal"
"638",6,0,0,62,13,0,0,0,0,0,3,0,1,0,0,1999,"10","134",2.4,"Excellent","Uyak","ExcellentIdeal"
"639",0,0,0,5,5,4,0,14,0,2,4,5,0,0,0,2000,"10","134",2.5,"Excellent","Uyak","ExcellentIdeal"
"640",4,0,0,23,8,2,0,0,0,0,0,0,0,0,8,2001,"10","134",3.9,"Good","Uyak","Good"
"641",4,0,0,6,3,4,0,0,4,0,0,0,0,0,0,2002,"10","134",3.25,"Excellent","Uyak","ExcellentIdeal"
"642",8,0,9,47,15,2,0,0,8,0,2,0,0,0,0,2003,"10","134",4.7,"Excellent","Uyak","ExcellentIdeal"
"643",11,0,0,20,NA,5,2,0,6,4,2,0,2,0,0,2004,"10","134",4,"Excellent","Uyak","ExcellentIdeal"
"644",2,0,0,13,NA,2,0,NA,0,0,1,0,0,0,0,2005,"10","134",3.6,"Excellent","Uyak","ExcellentIdeal"
"645",0,15,0,23,4,6,0,2,1,24,2,10,0,0,4,1986,"10","135",4.8,"Excellent","Uyak","ExcellentIdeal"
"646",0,3,0,17,4,2,4,1,5,11,1,1,0,0,9,1987,"10","135",4.8,"Excellent","Uyak","ExcellentIdeal"
"647",0,45,0,32,2,0,0,3,3,2,8,6,0,0,8,1988,"10","135",4,"Excellent","Uyak","ExcellentIdeal"
"648",0,33,0,15,4,0,0,2,6,12,2,25,1,0,18,1989,"10","135",2.5,"Good","Uyak","Good"
"649",0,30,0,99,4,1,5,0,69,1,2,0,0,0,20,1990,"10","135",1.5,"Excellent","Uyak","ExcellentIdeal"
"650",0,26,0,7,3,6,0,0,5,1,1,0,0,0,1,1991,"10","135",2.5,"Good","Uyak","Good"
"651",0,0,0,6,3,4,0,1,11,2,1,0,5,0,19,1992,"10","135",2.5,"Good","Uyak","Good"
"652",0,14,0,102,7,0,5,0,6,31,1,12,0,0,0,1993,"10","135",3,"Good","Uyak","Good"
"653",0,0,0,91,2,0,1,0,12,2,1,8,0,0,0,1994,"10","135",2,"Excellent","Uyak","ExcellentIdeal"
"654",0,0,0,38,4,0,1,0,7,0,0,0,2,0,2,1995,"10","135",3,"Excellent","Uyak","ExcellentIdeal"
"655",0,4,0,28,1,0,0,0,5,3,0,2,0,0,4,1996,"10","135",3,"Excellent","Uyak","ExcellentIdeal"
"656",0,37,0,38,2,0,0,1,5,0,1,4,3,2,0,1997,"10","135",3,"Excellent","Uyak","ExcellentIdeal"
"657",0,0,0,30,0,0,2,0,1,16,2,0,1,0,3,1999,"10","135",2.2,"Excellent","Uyak","ExcellentIdeal"
"658",0,0,0,36,0,2,2,3,0,7,1,3,4,4,63,2000,"10","135",2.5,"Excellent","Uyak","ExcellentIdeal"
"659",0,1,0,12,1,7,0,0,0,6,2,0,0,0,0,2001,"10","135",4.1,"Good","Uyak","Good"
"660",0,0,0,11,2,0,0,0,5,0,1,0,0,0,0,2002,"10","135",3.34,"Excellent","Uyak","ExcellentIdeal"
"661",0,0,0,30,2,0,0,0,25,42,3,0,0,0,2,2003,"10","135",4.4,"Excellent","Uyak","ExcellentIdeal"
"662",0,0,0,105,NA,2,0,0,6,28,1,6,4,0,0,2004,"10","135",3.9,"Excellent","Uyak","ExcellentIdeal"
"663",0,0,0,42,NA,0,0,NA,0,11,0,0,0,0,0,2005,"10","135",4.2,"Excellent","Uyak","ExcellentIdeal"
"664",0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,1986,"10","136",4.8,"Excellent","Uyak","ExcellentIdeal"
"665",0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1987,"10","136",4.8,"Excellent","Uyak","ExcellentIdeal"
"666",0,0,0,20,0,0,0,0,6,0,0,0,0,0,12,1988,"10","136",4,"Excellent","Uyak","ExcellentIdeal"
"667",0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,1989,"10","136",2.6,"Good","Uyak","Good"
"668",0,0,0,23,0,0,0,0,8,0,0,0,2,0,0,1990,"10","136",1.5,"Average","Uyak","FairAverage"
"669",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1991,"10","136",2.5,"Good","Uyak","Good"
"670",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1992,"10","136",3.5,"Good","Uyak","Good"
"671",0,0,0,14,0,0,0,0,2,21,0,0,0,0,0,1993,"10","136",3,"Good","Uyak","Good"
"672",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1994,"10","136",3,"Excellent","Uyak","ExcellentIdeal"
"673",0,0,0,99,0,0,0,1,0,0,0,0,0,0,0,1995,"10","136",3,"Excellent","Uyak","ExcellentIdeal"
"674",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1996,"10","136",3.5,"Excellent","Uyak","ExcellentIdeal"
"675",0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,1997,"10","136",3,"Excellent","Uyak","ExcellentIdeal"
"676",0,0,0,11,0,0,0,0,22,0,0,0,0,0,0,1999,"10","136",2.4,"Excellent","Uyak","ExcellentIdeal"
"677",0,0,0,74,0,0,0,0,5,2,0,0,0,0,0,2000,"10","136",2.5,"Excellent","Uyak","ExcellentIdeal"
"678",0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,2001,"10","136",4.1,"Good","Uyak","Good"
"679",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2002,"10","136",3.75,"Good","Uyak","Good"
"680",0,0,0,59,0,0,0,0,10,0,0,0,1,0,0,2003,"10","136",4.9,"Excellent","Uyak","ExcellentIdeal"
"681",0,0,0,203,NA,0,0,0,2,0,0,0,0,0,0,2004,"10","136",4.4,"Excellent","Uyak","ExcellentIdeal"
"682",0,0,0,19,NA,0,0,NA,3,0,0,0,0,0,0,2005,"10","136",4.9,"Excellent","Uyak","ExcellentIdeal"
"683",0,0,0,29,0,0,0,0,2,0,1,0,0,0,0,1986,"10","137",4.7,"Good","Uyak","Good"
"684",0,0,0,6,0,0,0,0,7,0,1,0,0,0,0,1987,"10","137",4.8,"Excellent","Uyak","ExcellentIdeal"
"685",0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,1988,"10","137",4,"Excellent","Uyak","ExcellentIdeal"
"686",0,0,0,63,0,0,0,0,2,0,0,0,0,0,0,1989,"10","137",2.6,"Good","Uyak","Good"
"687",0,0,0,9,1,0,0,1,5,0,0,0,0,0,0,1990,"10","137",1.5,"Excellent","Uyak","ExcellentIdeal"
"688",0,0,0,78,0,0,0,0,0,0,0,0,0,0,2,1991,"10","137",2.5,"Good","Uyak","Good"
"689",0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,1992,"10","137",3.5,"Good","Uyak","Good"
"690",0,2,0,326,0,0,0,0,0,0,1,0,0,0,0,1993,"10","137",3,"Good","Uyak","Good"
"691",0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,1994,"10","137",3.5,"Excellent","Uyak","ExcellentIdeal"
"692",0,0,0,274,0,0,0,0,21,0,1,0,0,0,0,1995,"10","137",3,"Excellent","Uyak","ExcellentIdeal"
"693",0,0,0,14,0,0,0,0,19,0,0,0,0,0,0,1996,"10","137",3.5,"Excellent","Uyak","ExcellentIdeal"
"694",0,0,0,176,0,0,0,0,38,0,0,0,0,0,0,1997,"10","137",3,"Excellent","Uyak","ExcellentIdeal"
"695",0,0,0,27,0,0,0,0,6,0,0,0,0,0,0,1999,"10","137",2.8,"Excellent","Uyak","ExcellentIdeal"
"696",0,0,0,106,0,0,0,0,2,0,0,0,0,0,0,2000,"10","137",2.7,"Excellent","Uyak","ExcellentIdeal"
"697",0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,2001,"10","137",4.2,"Good","Uyak","Good"
"698",0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2002,"10","137",3.9,"Good","Uyak","Good"
"699",0,0,0,70,4,0,0,29,7,359,0,0,0,0,0,2003,"10","137",4.9,"Excellent","Uyak","ExcellentIdeal"
"700",0,0,0,129,NA,0,0,0,2,0,2,0,0,0,0,2004,"10","137",4.4,"Excellent","Uyak","ExcellentIdeal"
"701",0,0,0,88,NA,0,0,NA,1,0,0,0,0,0,0,2005,"10","137",4.5,"Excellent","Uyak","ExcellentIdeal"
"702",0,36,0,13,20,12,0,0,4,15,6,0,0,0,0,1986,"10","138",4.6,"Excellent","Uyak","ExcellentIdeal"
"703",0,8,0,46,3,6,0,2,2,4,0,0,1,0,22,1987,"10","138",4.7,"Excellent","Uyak","ExcellentIdeal"
"704",4,164,0,2,8,19,0,0,2,8,0,0,0,2,10,1988,"10","138",4,"Excellent","Uyak","ExcellentIdeal"
"705",0,36,0,9,3,0,0,1,2,18,2,2,0,16,66,1989,"10","138",2.3,"Good","Uyak","Good"
"706",16,187,0,28,2,17,0,2,12,12,4,2,0,0,0,1990,"10","138",1.5,"Excellent","Uyak","ExcellentIdeal"
"707",0,78,0,29,2,23,0,0,6,13,0,0,3,1,4,1991,"10","138",2.5,"Good","Uyak","Good"
"708",97,98,0,2,1,7,0,0,2,2,0,2,0,0,15,1992,"10","138",3.5,"Good","Uyak","Good"
"709",16,39,0,47,7,42,0,2,9,0,1,0,1,0,20,1993,"10","138",3,"Good","Uyak","Good"
"710",16,111,0,0,2,22,3,0,9,0,0,0,0,6,63,1994,"10","138",3.5,"Excellent","Uyak","ExcellentIdeal"
"711",25,41,0,7,3,11,0,0,18,0,3,0,0,7,7,1995,"10","138",3,"Excellent","Uyak","ExcellentIdeal"
"712",38,0,4,13,6,18,0,0,5,3,0,4,2,0,34,1996,"10","138",3,"Excellent","Uyak","ExcellentIdeal"
"713",0,0,0,12,12,4,0,2,29,0,0,0,0,0,2,1997,"10","138",3,"Excellent","Uyak","ExcellentIdeal"
"714",14,0,0,5,11,14,0,0,0,4,2,0,0,0,153,1999,"10","138",3,"Excellent","Uyak","ExcellentIdeal"
"715",7,0,0,8,10,0,0,2,4,24,0,0,0,0,21,2000,"10","138",2.6,"Excellent","Uyak","ExcellentIdeal"
"716",7,37,0,1,3,23,0,0,0,12,0,0,2,0,0,2001,"10","138",4.1,"Good","Uyak","Good"
"717",0,56,0,2,3,0,0,0,2,32,0,2,0,0,53,2002,"10","138",4.15,"Average","Uyak","FairAverage"
"718",6,25,0,6,4,8,0,0,12,14,3,0,0,0,0,2003,"10","138",4.8,"Excellent","Uyak","ExcellentIdeal"
"719",9,50,0,10,NA,2,0,0,2,42,7,0,3,0,0,2004,"10","138",4.3,"Excellent","Uyak","ExcellentIdeal"
"720",6,15,0,81,NA,15,0,NA,4,25,5,4,0,0,0,2005,"10","138",4.3,"Excellent","Uyak","ExcellentIdeal"
"721",10,1,0,117,22,5,0,0,7,33,17,0,7,0,2,1986,"10","139",4.4,"Excellent","Uyak","ExcellentIdeal"
"722",8,58,0,381,30,0,1,3,4,11,22,0,7,0,40,1987,"10","139",4.7,"Excellent","Uyak","ExcellentIdeal"
"723",29,9,0,50,27,11,0,0,0,4,9,0,1,0,3,1988,"10","139",4,"Excellent","Uyak","ExcellentIdeal"
"724",32,45,0,30,13,10,0,1,9,17,8,4,0,0,62,1989,"10","139",2,"Good","Uyak","Good"
"725",45,135,0,19,5,25,0,0,6,0,3,0,1,0,46,1990,"10","139",1.5,"Excellent","Uyak","ExcellentIdeal"
"726",26,27,0,11,14,12,0,0,0,5,6,2,7,0,35,1991,"10","139",3,"Good","Uyak","Good"
"727",9,38,0,21,22,19,0,0,0,2,3,0,5,0,0,1992,"10","139",2.5,"Excellent","Uyak","ExcellentIdeal"
"728",13,16,0,26,25,0,0,0,0,2,6,8,6,0,75,1993,"10","139",3.5,"Good","Uyak","Good"
"729",0,4,0,33,12,13,0,0,2,0,6,4,0,0,0,1994,"10","139",4,"Excellent","Uyak","ExcellentIdeal"
"730",9,30,0,27,23,11,0,0,8,0,7,0,0,0,92,1995,"10","139",3,"Excellent","Uyak","ExcellentIdeal"
"731",21,4,0,3,12,20,0,0,0,4,5,2,0,0,0,1996,"10","139",3,"Good","Uyak","Good"
"732",10,5,5,25,13,23,2,0,6,1,6,0,4,0,1,1997,"10","139",3,"Excellent","Uyak","ExcellentIdeal"
"733",36,15,0,48,9,16,6,0,0,0,3,8,11,0,79,1999,"10","139",2.7,"Excellent","Uyak","ExcellentIdeal"
"734",15,3,0,8,12,7,0,0,29,17,4,9,1,0,3,2000,"10","139",2.6,"Excellent","Uyak","ExcellentIdeal"
"735",14,0,0,20,9,22,1,2,0,27,2,23,3,0,4,2001,"10","139",4.2,"Excellent","Uyak","ExcellentIdeal"
"736",42,0,0,3,7,13,0,0,1,24,0,0,0,0,4,2002,"10","139",4.12,"Average","Uyak","FairAverage"
"737",5,23,0,37,12,13,0,0,0,8,0,0,4,0,0,2003,"10","139",4.8,"Good","Uyak","Good"
"738",14,16,0,74,NA,28,0,0,6,4,7,0,8,0,0,2004,"10","139",4.1,"Excellent","Uyak","ExcellentIdeal"
"739",18,0,7,82,NA,7,0,NA,0,11,2,4,1,0,0,2005,"10","139",4.3,"Excellent","Uyak","ExcellentIdeal"
"740",5,0,0,98,10,1,0,3,13,13,1,1,1,0,0,1986,"10","140",4.2,"Ideal","Uyak","ExcellentIdeal"
"741",0,31,0,72,6,6,4,0,1,6,7,5,8,0,0,1987,"10","140",4.5,"Excellent","Uyak","ExcellentIdeal"
"742",74,30,0,34,14,29,1,0,5,1,6,19,0,0,0,1988,"10","140",4,"Excellent","Uyak","ExcellentIdeal"
"743",8,0,0,56,7,2,3,0,5,0,4,7,0,0,6,1989,"10","140",2,"Good","Uyak","Good"
"744",13,10,0,15,12,9,9,0,9,3,2,4,6,0,0,1990,"10","140",1.5,"Excellent","Uyak","ExcellentIdeal"
"745",20,0,0,7,6,14,1,0,7,0,2,16,7,0,1,1991,"10","140",2,"Good","Uyak","Good"
"746",19,2,0,12,5,16,0,0,5,0,0,0,6,4,10,1992,"10","140",2.5,"Excellent","Uyak","ExcellentIdeal"
"747",25,52,0,57,8,9,0,0,4,2,3,0,3,0,0,1993,"10","140",2.5,"Good","Uyak","Good"
"748",3,4,0,21,3,14,1,0,9,0,4,11,7,0,2,1994,"10","140",4,"Excellent","Uyak","ExcellentIdeal"
"749",15,0,1,47,2,5,2,1,1,0,3,0,2,0,0,1995,"10","140",3,"Excellent","Uyak","ExcellentIdeal"
"750",18,23,0,23,3,4,2,0,15,0,0,28,2,0,0,1996,"10","140",2.5,"Average","Uyak","FairAverage"
"751",15,5,0,20,7,5,0,0,12,4,0,12,2,2,0,1997,"10","140",3,"Excellent","Uyak","ExcellentIdeal"
"752",21,30,0,34,5,9,0,1,9,0,1,4,4,0,0,1999,"10","140",2.6,"Excellent","Uyak","ExcellentIdeal"
"753",8,22,0,12,5,9,0,0,8,0,0,3,2,0,8,2000,"10","140",2.5,"Excellent","Uyak","ExcellentIdeal"
"754",102,0,0,24,4,6,1,0,0,0,0,2,1,0,0,2001,"10","140",4.1,"Excellent","Uyak","ExcellentIdeal"
"755",4,1,0,10,6,0,1,0,0,0,0,0,0,0,0,2002,"10","140",4.06,"Average","Uyak","FairAverage"
"756",19,24,5,17,4,5,0,0,0,0,0,2,0,0,0,2003,"10","140",4.7,"Good","Uyak","Good"
"757",23,0,8,42,NA,0,0,1,7,0,0,6,3,0,0,2004,"10","140",3.8,"Excellent","Uyak","ExcellentIdeal"
